freOcurr_Id,freOcurr_Group,law_Code,spot_Code,freOcurr_Name,ocurr_Count,injury_Count,dead_Count,sland_Count,sInjury_Count,longitude,latitude,risk
6204321,2016052,2632010300,120626002,부산광역시 북구 만덕동(아침바다 부근),6,7,0,4,2,129.0347188,35.21082192,
6204435,2016052,2626010600,120726001,부산광역시 동래구 수안동(동래교차로 부근),9,9,0,8,1,129.0835443,35.20217486,
6204520,2016052,1144010800,111511001,서울특별시 마포구 대흥동(21세기토탈웨딩 부근),8,9,1,5,3,126.9487376,37.55672907,
6204632,2016052,1144010200,111511002,서울특별시 마포구 공덕동(국민서관앞삼거리 부근),6,6,2,2,2,126.949864,37.54432455,
6204645,2016052,2626010200,120726002,부산광역시 동래구 안락동(전기판넬온수기 부근),7,7,0,7,0,129.1035483,35.19669491,
6204552,2016052,2626010800,120726003,부산광역시 동래구 온천동(내성교차로 부근),6,6,0,5,1,129.0772686,35.20478717,
6204122,2016052,1156010100,111611001,서울특별시 영등포구 영등포동(영등포역 부근),14,14,1,12,1,126.9070119,37.51645472,
6204264,2016052,1154510200,111711001,서울특별시 금천구 독산동(구로전화국_남부순환로_진출 부근),15,18,0,15,2,126.9046414,37.48010019,
6204445,2016052,2626010800,120726004,부산광역시 동래구 온천동(동부터미널교차로 부근),6,6,0,4,0,129.0790382,35.21202657,
6204442,2016052,2626010100,120726005,부산광역시 동래구 명장동(서원태권도학원 부근),5,5,0,3,2,129.0990633,35.20185228,
6204087,2016052,1154510200,111711002,서울특별시 금천구 독산동(시흥4동사거리 부근),9,12,0,6,5,126.9028883,37.46446179,
6204637,2016052,1154510300,111711003,서울특별시 금천구 시흥동(박미삼거리 부근),6,7,0,4,3,126.9024872,37.44873366,
6204446,2016052,2626010900,120726006,부산광역시 동래구 사직동(국민은행사직동지점 부근),4,4,0,2,2,129.0606187,35.19764509,
6204433,2016052,2620010500,120826001,부산광역시 영도구 남항동1가(남항사거리 부근),16,19,1,7,11,129.0389215,35.09039629,
6204018,2016052,1154510200,111711004,서울특별시 금천구 독산동(금천구청입구 부근),5,5,1,2,2,126.8989983,37.45881759,
6204688,2016052,1159010200,111911001,서울특별시 동작구 상도동(교보증권 부근),9,9,0,7,1,126.9372955,37.50369854,
6204228,2016052,2620012000,120826002,부산광역시 영도구 청학동(남성방앗간 부근),4,4,1,2,1,129.0611841,35.09661338,
6204758,2016052,2620011500,120826003,부산광역시 영도구 봉래동1가(농협교차로 부근),3,3,1,2,0,129.0428824,35.08939658,
6204044,2016052,1159010800,111911002,서울특별시 동작구 대방동(신대방삼거리역 부근),7,9,0,4,5,126.9282208,37.49974003,
6204393,2016052,1162010100,112111001,서울특별시 관악구 봉천동(서울대입구역_관악로_진입_2 부근),14,14,1,8,4,126.9523184,37.48070717,
6204650,2016052,2635010300,120926001,부산광역시 해운대구 반여동(코끼리양분식 부근),7,7,0,3,4,129.130858,35.19631129,
6203934,2016052,2635010500,120926002,부산광역시 해운대구 우동(세차뱅크 부근),4,4,0,3,1,129.1562766,35.15855333,
6204692,2016052,1162010200,112111002,서울특별시 관악구 신림동(난곡우체국앞 부근),6,6,0,3,3,126.9157308,37.47761405,
6204086,2016052,1150010800,112311001,서울특별시 강서구 공항동(신한은행앞 부근),6,7,2,2,3,126.8096679,37.56152521,
6204651,2016052,2635010400,120926003,부산광역시 해운대구 재송동(동부지청어귀 부근),4,4,0,3,1,129.1238652,35.18380692,
6204643,2016052,2623010900,121026001,부산광역시 부산진구 당감동(백양순환로 부근),9,9,0,5,4,129.0405572,35.16570989,
6204760,2016052,1150010100,112311002,서울특별시 강서구 염창동(국일빌딩앞 부근),4,4,1,1,2,126.8729912,37.5471606,
6204071,2016052,1129013800,112611001,서울특별시 성북구 장위동(돌곶이역 부근),10,10,1,6,3,127.0562029,37.61157011,
6204413,2016052,2623010300,121026002,부산광역시 부산진구 부전동(중앙시장 부근),4,4,0,3,0,129.0580734,35.14526835,
6204452,2016052,2641010800,121126001,부산광역시 금정구 장전동(제일카인테리어 부근),6,9,0,5,4,129.0854656,35.22366269,
6204629,2016052,1129013800,112611002,서울특별시 성북구 장위동(한전빌라 부근),5,5,1,4,0,127.0590847,37.61474829,
6204761,2016052,1153010300,112711001,서울특별시 구로구 가리봉동(만민중앙교회 부근),22,25,1,15,6,126.8915468,37.48061508,
6204653,2016052,2641010800,121126002,부산광역시 금정구 장전동(부산대학앞전철역 부근),5,5,0,3,2,129.0892942,35.22971802,
6204463,2016052,2641010800,121126003,부산광역시 금정구 장전동(장전중앙교회A 부근),4,5,1,1,3,129.0872224,35.23415605,
6204763,2016052,1153010200,112711002,서울특별시 구로구 구로동(미래초교_거리공원길_진입 부근),5,5,1,2,2,126.8884238,37.50347144,
6204724,2016052,1165010800,112811001,서울특별시 서초구 서초동(양재역_남부순환로_진입_2 부근),7,7,1,2,2,127.0326455,37.48446528,
6204198,2016052,2641011100,121126004,부산광역시 금정구 금사동(은혜약국 부근),4,4,0,3,1,129.1073551,35.21422781,
6204465,2016052,2641010900,121126005,부산광역시 금정구 부곡동(굿모닝치과 부근),3,3,1,2,0,129.0922522,35.23827832,
6203862,2016052,1147010300,112911001,서울특별시 양천구 신월동(신월사거리 부근),8,9,0,5,4,126.8280149,37.53605149,
6204190,2016052,1147010200,112911002,서울특별시 양천구 목동(목동사거리 부근),6,6,0,3,2,126.8637387,37.53318472,
6204652,2016052,2638010100,121226001,부산광역시 사하구 괴정동(괴정교차로 부근),9,9,1,8,0,128.9931315,35.09993458,
6204466,2016052,2647010200,121326001,부산광역시 연제구 연산동(꼬모미술 부근),7,7,1,5,0,129.0967565,35.18568726,
6204664,2016052,1114015300,110411001,서울특별시 중구 방산동(종로5가 부근),15,15,0,11,2,127.0006618,37.57108611,
6204158,2016052,1135010400,113011001,서울특별시 노원구 하계동(중계근린공원 부근),10,10,0,8,1,127.0664152,37.64011196,
6204067,2016052,1135010400,113011002,서울특별시 노원구 하계동(중계1공단 부근),5,6,0,2,3,127.0707132,37.64556013,
6204476,2016052,2650010100,121326002,부산광역시 수영구 망미동(배산한의원 부근),7,9,0,7,2,129.1006244,35.17311281,
6204656,2016052,2647010200,121326003,부산광역시 연제구 연산동(인텔부엌가구 부근),6,6,0,4,2,129.1071406,35.18828468,
6204559,2016052,1114016200,110411002,서울특별시 중구 신당동(신당역 부근),11,12,0,8,3,127.0171023,37.56538213,
6204669,2016052,1114011100,110511001,서울특별시 중구 소공동(소공로지하상가 부근),8,8,2,4,2,126.9796049,37.56391754,
6204144,2016052,1132010700,113111001,서울특별시 도봉구 창동(서영실업 부근),9,10,0,9,1,127.0369079,37.65220514,
6203895,2016052,1138010600,113211001,서울특별시 은평구 대조동(동명여고 부근),4,4,1,3,0,126.9269276,37.61403349,
6204662,2016052,1111017400,110711001,서울특별시 종로구 창신동(아람보습학원 부근),11,11,1,6,3,127.017048,37.5736581,
6204556,2016052,1111017400,110711002,서울특별시 종로구 창신동(창신쌍용아파트 부근),5,6,0,2,3,127.0153257,37.57787117,
6204534,2016052,1165010100,113311001,서울특별시 서초구 방배동(함지박사거리 부근),4,4,0,2,1,126.9890353,37.49230312,
6204739,2016052,1168010600,113411001,서울특별시 강남구 대치동(은마아파트입구 부근),6,6,1,4,1,127.060901,37.49901433,
6204380,2016052,1141010500,110811001,서울특별시 서대문구 냉천동(서대문아트홀_의주로_진출_2 부근),7,7,2,1,3,126.9659779,37.56633274,
6204410,2016052,1141011900,110811002,서울특별시 서대문구 북가좌동(북가좌사거리 부근),4,4,0,2,2,126.9131375,37.58260681,
6204755,2016052,2611012300,120226001,부산광역시 중구 부평동1가(대청사거리 부근),12,13,0,9,4,129.0272221,35.1026688,
6204432,2016052,2614011600,120426001,부산광역시 서구 아미동2가(토성동역사거리 부근),5,5,0,4,1,129.0188932,35.09979892,
6204721,2016052,1138010900,110911001,서울특별시 은평구 신사동(증산손칼국수 부근),5,5,2,2,1,126.9127727,37.58836386,
6204486,2016052,1130510300,111211001,서울특별시 강북구 수유동(강북구-도봉구경계(4) 부근),6,6,1,5,0,127.0307737,37.64271303,
6204536,2016052,2629010600,120526001,부산광역시 남구 대연동(박영호치과 부근),4,4,0,3,1,129.0943653,35.13528423,
6204505,2016052,2650010400,120526002,부산광역시 수영구 광안동(반석종합페인트 부근),4,4,0,3,1,129.1110742,35.15037511,
6204579,2016052,1121510700,111411001,서울특별시 광진구 화양동(건대입구역 부근),5,6,0,3,2,127.0710027,37.54051781,
6204681,2016052,1121510200,111411002,서울특별시 광진구 능동(군자역 부근),4,5,0,5,0,127.0799211,37.55684034,
6204504,2016052,2629010600,120526003,부산광역시 남구 대연동(용소 삼거리 부근),4,4,0,1,3,129.1003633,35.13668379,
6204648,2016052,2632010400,120626001,부산광역시 북구 덕천동(수정마을주공아파트 부근),8,9,0,9,0,129.0085386,35.22258928,
6204530,2016052,2729012200,220627005,대구광역시 달서구 송현동(본동주공아파트 부근),4,4,0,1,2,128.5440521,35.82757297,
6204040,2016052,2771025625,220727001,대구광역시 달성군 다사읍(에이스상설의류할인점 부근),4,4,1,3,0,128.4961999,35.87228579,
6204541,2016052,4148026221,130741002,경기도 파주시 조리읍(이스턴영어학원 부근),4,4,0,3,1,126.8075456,37.74369754,
6204234,2016052,4155011300,131041001,경기도 안성시 인지동(인지사거리 부근),9,11,0,9,2,127.2684451,37.00434238,
6204246,2016052,4215011100,140342001,강원도 강릉시 포남동((훼미리마트포남대로점앞교차로) 부근),7,7,0,4,3,128.9078423,37.76385808,
6204286,2016052,4221010800,140542001,강원도 속초시 조양동(텔콘체록지 부근),6,7,0,5,2,128.5880793,38.18972674,
6204341,2016052,4817011300,200348001,경상남도 진주시 봉곡동(봉곡광장사거리 부근),4,4,0,4,0,128.0768917,35.19583776,
6204491,2016052,4817010400,200348002,경상남도 진주시 칠암동(진주역사거리 부근),4,4,0,4,0,128.0929614,35.17890333,
6204333,2016052,2723010200,222827001,대구광역시 북구 칠성동2가(칠성시장네거리 부근),10,11,0,8,2,128.6035479,35.87637358,
6204142,2016052,2714010100,222827002,대구광역시 동구 신암동(- 인근),5,6,0,3,3,128.6064423,35.88384929,
6204196,2016052,4155011700,131041002,경기도 안성시 서인동(Y2KPC방 부근),5,6,0,4,1,127.2701314,37.00780045,
6204245,2016052,4165010100,131141001,경기도 포천시 신읍동(우림건축사사무소 부근),5,5,0,3,0,127.2012769,37.89441803,
6204159,2016052,4221010500,140542002,강원도 속초시 청학동(최인희헤어터치 부근),6,6,0,3,3,128.5825804,38.20331087,
6204287,2016052,4221010800,140542003,강원도 속초시 조양동(부영아파트 부근),5,5,0,1,4,128.580461,38.18823891,
6204372,2016052,4817013100,200348003,경상남도 진주시 가좌동(세월교 부근),4,4,0,3,1,128.1070508,35.15511877,
6204339,2016052,4822011000,200648001,경상남도 통영시 북신동(제일화재해상보험(주)통영영업소 부근),5,5,0,5,0,128.4283799,34.85737452,
6204052,2016052,2723011000,222827003,대구광역시 북구 대현동(성우상회 부근),4,4,0,4,0,128.6125689,35.88056134,
6204525,2016052,2723010600,222827004,대구광역시 북구 침산동(북침산네거리 부근),4,5,0,3,1,128.5897683,35.89187236,
6204078,2016052,4117310400,131241001,경기도 안양시 동안구 호계동(국민은행호계지점B 부근),11,11,0,7,4,126.9557601,37.36980302,
6204239,2016052,4117310100,131241002,경기도 안양시 동안구 비산동(범계역B 부근),10,11,1,6,4,126.9504072,37.38987891,
6204268,2016052,4311210200,150243001,충청북도 청주시 서원구 사창동((현대아파트4동) 부근),5,5,1,3,1,127.4578201,36.63465766,
6204215,2016052,4421010200,160444001,충청남도 서산시 동문동((현대카드앞교차로) 부근),5,5,1,2,2,126.4618762,36.77686606,
6204313,2016052,4812710400,202548001,경상남도 창원시 마산회원구 석전동(- 인근),11,13,2,9,2,128.579837,35.23444659,
6204593,2016052,4812511800,202548002,경상남도 창원시 마산합포구 산호동((마산종합운동장앞교차로) 부근),7,7,1,5,1,128.583149,35.22093144,
6204009,2016052,2717010200,223027001,대구광역시 서구 비산동(구두병원 부근),10,10,2,7,1,128.5709174,35.86755612,
6204467,2016052,2717010100,223027002,대구광역시 서구 내당동(감삼사거리 부근),7,8,1,5,1,128.5483818,35.85373492,
6204243,2016052,4161010100,131441001,경기도 광주시 경안동((국민건강보험공단앞) 부근),6,6,0,2,4,127.2608561,37.40911509,
6204134,2016052,4146110100,131741001,경기도 용인시 처인구 김량장동(논스톱PC방 부근),10,10,2,5,3,127.2088496,37.23354977,
6204218,2016052,4423010500,160644001,충청남도 논산시 취암동(논산오거리 부근),5,5,1,1,3,127.0845715,36.20152587,
6204474,2016052,4415012000,161144001,충청남도 공주시 신관동(신관사거리 부근),4,5,0,3,2,127.1322231,36.47030461,
6204330,2016052,4825012600,202848001,경상남도 김해시 장유면(장유농협삼거리 부근),7,7,2,3,1,128.8157757,35.19904108,
6203974,2016052,5011010400,210250001,제주특별자치도 제주시 이도이동(우원 부근),5,5,0,3,2,126.5422851,33.50326869,
6203868,2016052,2711010500,223227001,대구광역시 중구 삼덕동1가(공평네거리 부근),7,9,1,6,1,128.5998025,35.86923053,
6204080,2016052,2711015500,223227002,대구광역시 중구 달성동(동아극장 부근),5,5,0,2,3,128.5837084,35.87728585,
6204181,2016052,4146110200,131741002,경기도 용인시 처인구 역북동(용인삼거리 부근),7,7,0,6,1,127.194477,37.23500897,
6204179,2016052,4146110100,131741003,경기도 용인시 처인구 김량장동(해물철판요리 부근),6,7,2,3,2,127.2014733,37.23312191,
6204077,2016052,4413110300,162144001,충청남도 천안시 동남구 문화동((학하호도과자) 부근),5,5,0,3,2,127.1478308,36.80872701,
6204348,2016052,4511113300,170245001,전라북도 전주시 완산구 평화동2가(평화주공5단지아파트 부근),5,5,1,4,0,127.131365,35.79030255,
6204447,2016052,5011010200,210250002,제주특별자치도 제주시 일도이동(사라봉오거리 부근),4,5,0,4,1,126.5369242,33.51391481,
6204595,2016052,5011010100,210250003,제주특별자치도 제주시 일도일동(재원비뇨기과의원 부근),4,4,0,3,1,126.5279402,33.51333055,
6203873,2016052,2729010100,223327001,대구광역시 달서구 성당동(용산네거리 부근),10,10,1,6,3,128.5326249,35.84968679,
6203931,2016052,2729010700,223327002,대구광역시 달서구 신당동(성서농협신당지소 부근),6,7,0,4,1,128.4920174,35.85536215,
6204308,2016052,4146310100,131741004,경기도 용인시 기흥구 신갈동(신갈오거리 부근),6,6,0,4,2,127.10622,37.27172469,
6204091,2016052,4146131000,131741005,경기도 용인시 처인구 모현면(외국어대사거리 부근),5,5,0,5,0,127.249888,37.33836786,
6204221,2016052,4511310200,170345001,전라북도 전주시 덕진구 진북동(학생회관사거리 부근),5,5,0,2,3,127.1357198,35.82781409,
6204470,2016052,4511312300,170345002,전라북도 전주시 덕진구 반월동(대화산업 부근),4,4,1,2,1,127.0733986,35.87142725,
6204230,2016052,5011012900,210250004,제주특별자치도 제주시 도남동(스포츠코리아 부근),4,4,0,3,1,126.5269175,33.49215461,
6204557,2016052,5011010900,210450001,제주특별자치도 제주시 용담이동(한승진신경외과 부근),7,7,0,6,1,126.5137755,33.50047599,
6204444,2016052,2723012400,223427001,대구광역시 북구 동천동(부영2차아파트 부근),4,4,0,2,2,128.5619378,35.94173443,
6203900,2016052,2811012700,230228001,인천광역시 중구 신흥동2가(신흥사거리 부근),4,5,0,3,2,126.635344,37.4673858,
6204180,2016052,4146311700,131741006,경기도 용인시 기흥구 상하동(어정사거리 부근),4,4,0,4,0,127.1429585,37.2751748,
6204498,2016052,4119710400,132341001,경기도 부천시 소사구 괴안동(공용모터샵 부근),5,5,1,3,1,126.8069447,37.48237071,
6204282,2016052,4513013600,170445001,전라북도 군산시 경암동(군산역앞사거리 부근),5,5,0,4,1,126.7198169,35.97982363,
6204497,2016052,4513014400,170445002,전라북도 군산시 나운동(나운3차현대아파트 부근),4,4,0,1,3,126.7056433,35.96701914,
6204527,2016052,5011010900,210450002,제주특별자치도 제주시 용담이동(피자에땅 부근),6,6,0,4,2,126.5116942,33.50942299,
6204050,2016052,2720010300,220327001,대구광역시 남구 대명동(김주윤회계사무소 부근),8,11,1,6,4,128.5616219,35.83864991,
6203916,2016052,2817010600,230328001,인천광역시 남구 주안동(주안역삼거리 부근),10,13,0,10,3,126.6803087,37.4642355,
6204001,2016052,2817010300,230328002,인천광역시 남구 학익동(동서남북중개사 부근),7,7,0,4,3,126.6731673,37.43933643,
6203937,2016052,4136010600,132541001,경기도 남양주시 삼패동(세영약국 부근),9,9,1,6,2,127.2120549,37.58688852,
6203833,2016052,4119510900,132641001,경기도 부천시 원미구 상동(무지개고가사거리 부근),10,11,0,8,3,126.7530138,37.50566334,
6204513,2016052,4514011200,170545001,전라북도 익산시 마동(동부시장오거리 부근),7,7,1,4,2,126.9662685,35.94590364,
6204131,2016052,4518010300,170645001,전라북도 정읍시 상동(오징어나라 부근),6,6,0,4,2,126.8689655,35.55988056,
6203981,2016052,2714010100,220427001,대구광역시 동구 신암동(파티마삼거리 부근),5,7,1,5,1,128.6239582,35.88304725,
6203983,2016052,2714012400,220427002,대구광역시 동구 신서동(대신주유소1 부근),4,5,2,2,0,128.7292405,35.86971515,
6203949,2016052,2817010100,230328003,인천광역시 남구 숭의동(숭의오거리 부근),6,7,1,6,0,126.648637,37.45893132,
6203969,2016052,2817010500,230328004,인천광역시 남구 도화동(도화초등교사거리 부근),6,6,1,4,1,126.668863,37.46420121,
6203832,2016052,4119510500,132641002,경기도 부천시 원미구 약대동(신흥시장사거리 부근),9,9,1,6,2,126.7715178,37.51519313,
6204312,2016052,4119510200,132641003,경기도 부천시 원미구 심곡동(부천북부역사거리 부근),5,6,0,0,6,126.7829919,37.48600508,
6204171,2016052,4521010200,170745001,전라북도 김제시 신풍동(터미널사거리 부근),4,4,0,2,2,126.8937078,35.80333246,
6204202,2016052,4613010800,180446001,전라남도 여수시 교동(교동사거리 부근),10,10,2,6,2,127.731174,34.73994546,
6203944,2016052,2726010500,220527001,대구광역시 수성구 수성동3가(수성시장네거리 부근),9,9,1,6,1,128.6170554,35.85385532,
6203939,2016052,2726010100,220527002,대구광역시 수성구 범어동(MBC네거리 부근),9,10,1,5,4,128.6255885,35.86622541,
6204002,2016052,2817010100,230328005,인천광역시 남구 숭의동(GS칼텍스(주)인천금강점 부근),4,7,0,3,3,126.640327,37.46297403,
6204055,2016052,2823710400,230428001,인천광역시 부평구 청천동(청천사거리 부근),9,9,0,5,4,126.7046106,37.51836042,
6204083,2016052,4141010400,133141001,경기도 군포시 산본동(산본역서부사거리 부근),7,7,0,0,7,126.9322112,37.35799246,
6204370,2016052,4113310100,133241001,경기도 성남시 중원구 성남동(모란시장사거리 부근),8,8,1,6,1,127.1303969,37.42948183,
6204572,2016052,4613012000,180446002,전라남도 여수시 문수동(여서국민은행앞 삼거리 부근),10,11,0,3,8,127.7058686,34.75360836,
6204237,2016052,4613012000,180446003,전라남도 여수시 문수동(미평삼거리 부근),6,6,1,2,3,127.7077053,34.76240783,
6203853,2016052,2726010200,220527003,대구광역시 수성구 만촌동(토큰박스 부근),7,8,0,6,2,128.6411427,35.87450537,
6203852,2016052,2726010800,220527004,대구광역시 수성구 중동(북중동네거리 부근),6,6,1,4,1,128.6129199,35.84834059,
6203929,2016052,2823710100,230428002,인천광역시 부평구 부평동(시장역오거리 부근),7,7,2,2,3,126.7220426,37.49872898,
6204070,2016052,2823710300,230428003,인천광역시 부평구 산곡동(The-Win 부근),6,8,0,4,4,126.7036518,37.51100564,
6204017,2016052,4113310500,133241002,경기도 성남시 중원구 상대원동(대영철물 부근),7,7,0,5,2,127.1587115,37.43841555,
6204046,2016052,4113310300,133241003,경기도 성남시 중원구 금광동(성남남부경찰서A 부근),4,4,0,2,1,127.1682492,37.44247473,
6204334,2016052,4613011900,180446004,전라남도 여수시 여서동(여서신경정신과 부근),6,6,0,4,2,127.7002846,34.74877512,
6204242,2016052,4613012000,180446005,전라남도 여수시 문수동(제8호광장 부근),6,6,0,3,3,127.7095034,34.75752377,
6204325,2016052,2726010900,220527005,대구광역시 수성구 상동(중동네거리 부근),5,6,2,2,2,128.6117574,35.84084081,
6203874,2016052,2726011300,220527006,대구광역시 수성구 범물동(범물네거리 부근),5,6,0,3,3,128.6391459,35.82091846,
6203888,2016052,2820010200,230428004,인천광역시 남동구 간석동(한샘학원 부근),5,5,0,5,0,126.6968917,37.46992797,
6204057,2016052,2823710100,230428005,인천광역시 부평구 부평동(동소정사거리 부근),4,5,1,2,1,126.730152,37.48715424,
6204535,2016052,4128710100,133441001,경기도 고양시 일산서구 일산동(강선5단지사거리 부근),5,5,0,3,1,126.7682948,37.67463592,
6204155,2016052,4128710300,133441002,경기도 고양시 일산서구 탄현동(탄현16단지사거리 부근),4,4,0,3,1,126.768096,37.69256194,
6203928,2016052,4613011100,180446006,전라남도 여수시 연등동(연등2교 부근),4,7,2,1,4,127.7276476,34.75048191,
6204382,2016052,4613012800,180446007,전라남도 여수시 학동(진남아파트앞삼거리 부근),4,4,1,2,1,127.6579716,34.76654829,
6204512,2016052,2726011300,220527007,대구광역시 수성구 범물동(범물치안센터 부근),4,4,1,1,2,128.6459569,35.81827796,
6203856,2016052,2726011300,220527008,대구광역시 수성구 범물동(두산오거리 부근),4,4,1,1,2,128.6229764,35.83005372,
6204532,2016052,2647010200,121326005,부산광역시 연제구 연산동(BBQ치킨 부근),4,4,0,2,2,129.0832828,35.17507309,
6204477,2016052,2653010500,121526001,부산광역시 사상구 감전동(김교진비뇨기과 부근),6,6,0,3,3,128.9833309,35.15635985,
6204416,2016052,4163010900,133641001,경기도 양주시 고읍동(소반천A 부근),4,4,1,2,1,127.0788836,37.79633646,
6204247,2016052,4111513400,133941001,경기도 수원시 팔달구 매산로1가(수원역동측단일로 부근),20,20,2,12,6,127.0018299,37.26683348,
6204236,2016052,4613013300,180446008,전라남도 여수시 신기동(부영3단지사거리 부근),4,4,0,2,2,127.6676205,34.75937256,
6204425,2016052,4615011100,180546001,전라남도 순천시 조곡동(다미미용실 부근),4,4,0,2,2,127.4994086,34.94594881,
6203855,2016052,2726010200,220527009,대구광역시 수성구 만촌동(효신네거리 부근),4,4,0,4,0,128.6332888,35.87047831,
6203876,2016052,2726011800,220527010,대구광역시 수성구 신매동(신매네거리 부근),4,4,0,3,0,128.7043153,35.84068407,
6204208,2016052,4111113500,130541001,경기도 수원시 장안구 송죽동(장안구청지하차도 부근),8,8,1,3,4,127.0059256,37.30348313,
6204210,2016052,4111113400,130541002,경기도 수원시 장안구 영화동(운동장사거리 부근),7,8,0,4,4,127.0098757,37.29451972,
6204314,2016052,4111513500,133941002,경기도 수원시 팔달구 매산로2가(도청사거리 부근),10,10,1,6,3,127.0084016,37.26912345,
6203893,2016052,4111313200,133941003,경기도 수원시 권선구 구운동(성대사거리 부근),5,5,0,5,0,126.9687555,37.28500454,
6203890,2016052,4687025039,181146001,전라남도 영광군 영광읍(터미널사거리 부근),5,5,1,3,1,126.5017497,35.2760968,
6204539,2016052,4723010500,191347001,경상북도 영천시 문외동((영천시청입구교차로) 부근),4,4,0,1,3,128.9382681,35.97184679,
6203935,2016052,2729011500,220627001,대구광역시 달서구 상인동(월곡네거리 부근),4,4,2,1,1,128.5483782,35.80827953,
6204357,2016052,2729011700,220627002,대구광역시 달서구 진천동(진천네거리 부근),4,6,0,3,3,128.5242284,35.81410271,
6204166,2016052,4111113300,130541003,경기도 수원시 장안구 천천동((주)코레일개발(성균관대역) 부근),5,5,0,4,1,126.972373,37.30043586,
6203970,2016052,4111113500,130541004,경기도 수원시 장안구 송죽동(대성지업사 부근),4,4,1,3,0,126.9978435,37.30155622,
6204213,2016052,4111313200,133941004,경기도 수원시 권선구 구운동(구운사거리 부근),4,4,0,1,3,126.9741914,37.28131016,
6204059,2016052,4125010300,135341001,경기도 동두천시 생연동(연보라렌트카 부근),3,3,2,1,0,127.0567901,37.89908549,
6204584,2016052,4711125622,193147001,경상북도 포항시 남구 오천읍((오천농협문덕지점앞교차로) 부근),4,4,0,3,1,129.4031699,35.96322888,
6204177,2016052,4812514900,200248001,경상남도 창원시 마산합포구 중앙동3가((우방아파트앞교차로) 부근),7,7,1,5,1,128.56656,35.19652331,
6204038,2016052,2729011900,220627003,대구광역시 달서구 대천동(신일해피트리공사중 부근),4,4,0,2,2,128.5200639,35.81888143,
6204499,2016052,2729012000,220627004,대구광역시 달서구 월성동(영남코아 부근),4,4,0,1,2,128.5343946,35.82386987,
6204343,2016052,4111512700,130541005,경기도 수원시 팔달구 남수동(독일안경 부근),4,5,0,1,4,127.0165464,37.28121762,
6204538,2016052,4148010100,130741001,경기도 파주시 금촌동((한국전력앞) 부근),5,5,0,4,1,126.7791604,37.75756076,
6204248,2016052,4119910400,135541001,경기도 부천시 오정구 원종동(원종사거리 부근),12,12,2,6,4,126.8048011,37.52542573,
6204315,2016052,4119910500,135541002,경기도 부천시 오정구 고강동(고강사거리 부근),9,10,1,5,4,126.8160364,37.52647901,
6203954,2016052,2824510300,230728001,인천광역시 계양구 작전동(황금부동산 부근),15,16,2,12,2,126.7226405,37.5301074,
6204102,2016052,2824510300,230728002,인천광역시 계양구 작전동(푹스룸싸롱 부근),8,9,0,5,4,126.7353626,37.53406007,
6204111,2016052,3017010300,250430001,대전광역시 서구 도마동(도마네거리 부근),6,7,0,4,3,127.3779561,36.31216482,
6203951,2016052,3017010200,250430002,대전광역시 서구 변동(번동오거리 부근),4,4,0,2,2,127.3811843,36.32840591,
6204317,2016052,2824510200,230728003,인천광역시 계양구 계산동(계산사거리 부근),7,9,1,4,4,126.7282081,37.54315592,
6204090,2016052,2824510200,230728004,인천광역시 계양구 계산동(케이티앤지(KTNG)북인천지점 부근),4,4,1,2,1,126.7192309,37.54396275,
6203922,2016052,3017011300,250630001,대전광역시 서구 월평동(백합사거리 부근),6,6,1,2,3,127.3775551,36.36214823,
6204338,2016052,3017011200,250630002,대전광역시 서구 둔산동(한밭대교사거리 부근),4,4,1,1,2,127.398951,36.35773139,
6203887,2016052,2818510200,230928001,인천광역시 연수구 선학동(선학역사거리 부근),4,4,0,4,0,126.6993615,37.42284665,
6203886,2016052,2818510200,230928002,인천광역시 연수구 선학동(신연수역사거리 부근),4,4,0,4,0,126.6931503,37.41830775,
6204114,2016052,3111011800,260231001,울산광역시 중구 반구동(자전거총대리점 부근),6,6,0,6,0,129.3406661,35.55848379,
6204583,2016052,3120012500,260231002,울산광역시 북구 화봉동(상방사거리 부근),4,4,0,3,1,129.3601302,35.58056692,
6204056,2016052,2823710100,231028001,인천광역시 부평구 부평동(부흥오거리 부근),8,11,1,5,5,126.7306028,37.49847176,
6203957,2016052,2823710700,231028002,인천광역시 부평구 부개동(골든마트 부근),7,7,0,2,4,126.7343318,37.50409905,
6204130,2016052,3114010600,260331001,울산광역시 남구 삼산동((주)두산건설모델하우스 부근),14,16,0,8,7,129.3342071,35.53874175,
6204164,2016052,3114010500,260331002,울산광역시 남구 달동(이인승요가교실 부근),7,7,0,6,1,129.3283256,35.53616344,
6204069,2016052,2823710700,231028003,인천광역시 부평구 부개동(대부샷시종합공사 부근),4,5,0,2,3,126.7326056,37.49399509,
6203903,2016052,2911011900,240229001,광주광역시 동구 소태동(월정빌딩 부근),8,8,0,5,3,126.9292902,35.13117677,
6204121,2016052,3114010400,260331003,울산광역시 남구 신정동(교육청입구 부근),7,7,0,5,2,129.3114085,35.54182291,
6204167,2016052,3114010400,260331004,울산광역시 남구 신정동(남부경찰서앞 부근),6,6,1,2,3,129.3099447,35.53291429,
6203965,2016052,2911012600,240229002,광주광역시 동구 용산동(소태역 부근),4,5,0,3,2,126.9323313,35.12344839,
6203968,2016052,2914013000,240329001,광주광역시 서구 금호동(중흥아파트 부근),5,6,0,2,4,126.8608216,35.13245857,
